,runoff,soil_moisture,prism,chirps,persiann,trmm,daymet,modis,gmet_eto,gmet_etr,fldas,terraclimate,p_mean,et_mean,q_in,q_out,res_s,s,ds
2016-08-31,0.0,1.42256660801536,3.51906932635017e-05,0.09810402972058582,0.08629813921232236,0.019081839569229455,0.0004888401460559287,1.183121701193688,10.986476067538415,15.059447577890753,0.7074326059637834,0.36406187352023844,0.040801607868291415,5.660107965221376,1.4335586490636287,1.09794891804,1.1141395765200002,,-4.718054236115551
2016-09-30,0.0,1.200151198294739,0.0006959711659518589,0.22938951155798123,0.11609539340304106,0.039212657808548525,0.002639854226590012,1.0155760730031689,8.4027812918587,11.908638097420695,0.33342951715477787,0.25709463760373963,0.07760667763242254,4.383503923408216,1.0583645268197377,1.0952821342799999,1.034673861,,-4.040933727995434
2016-10-31,1.0309686364200157,2.1750901786917147,3.437953184850543,4.056180466850045,4.701994453708778,3.700168464572302,3.9964254758708613,1.1760340595780265,4.551277075585382,6.461176112636295,0.5049993237572574,3.434412994922617,3.978544409170506,3.2255799132959155,1.0179971487654909,1.47877106628,1.04608601796,,0.336808077423121
2016-11-30,1.3591544311245805,2.9094302586237495,2.1913745095285617,2.5277654043577797,2.9913196618592517,2.729715631034734,2.917152855412061,0.803534891902695,2.436060014217112,3.43678328236088,0.841188436455851,1.9107584666407156,2.6714656124384772,1.8856650183154506,0.8883067901303809,1.4871093910799997,1.1625795695999999,,0.6953187927259536
2016-12-31,4.189139907857067,5.220020465084538,4.128218943076361,4.36027857045061,5.210909779503325,4.740032156303611,5.140145413673247,0.9626979007680754,1.6316273038147242,2.4148217017488114,0.715990369236406,1.5562765473061146,4.715916972601431,1.4562827645748262,2.6784292618331134,1.2656244888,1.1413205418,,6.572247710255997
2017-01-31,19.46310445110614,8.775751795769024,10.921633631644138,11.646406449154654,11.04155898248662,9.936160822030327,13.044904306201387,1.209647386097945,1.7999010422239339,2.569135585308571,1.2079235389864755,1.6779444622697413,11.318132838303427,1.6929104029773334,8.08617862609828,0.5527001853600001,1.1948942786399999,,33.012500259646025
2017-02-28,22.647637772938545,8.922128850704665,8.167735353799486,9.387558674901026,9.259546535456353,8.622338013854577,9.978223245367833,1.8250153759880534,2.4061957564358556,3.317166144625575,1.8822944030314557,2.2768476581819734,9.083080364675855,2.3415038676525826,12.091009933893426,0.47775394056000003,1.4537351227200002,,40.597252364279605
2017-03-31,10.853110926267734,7.477989409656271,2.542940201381082,3.406182957122103,3.3524082605477608,2.9012063993446278,3.2641335296315077,2.7782243926867327,4.54674674731788,5.870720721005072,2.6235807144950787,3.7082212684113323,3.093374269605416,3.9054987687832194,6.584283099775183,0.84803230176,1.52167890156,,17.153432887313507
2017-04-30,6.570577283381208,6.449041097387068,2.6171044141355964,3.6212665185261903,3.795171255053584,3.380161620854067,3.266746976815458,2.2339239951452368,6.048144421037985,7.831282701631923,3.4140694177279824,3.7985397258027174,3.336090157076979,4.66519205226917,6.4260446277703664,2.21186523468,1.79524749684,,10.211034498268587
2017-05-31,3.707527167020172,4.159606731088114,0.1842547310542827,0.4751413397941807,0.499708443521645,0.30516813624115846,0.22771377175714247,2.7658530832291643,9.22636452552315,11.671620839660863,3.2059118954487174,2.560425038607862,0.3383972844736819,5.886035076493951,5.3011134894458865,1.5800829460799999,2.6356445574,,3.329957224104744
2017-06-30,0.6294317591331138,2.711501991469779,0.21502399602275182,0.2890876726141791,5.917068234794991,0.13840416736767458,0.2430015806910769,1.9711273596060614,11.207200723113111,14.726060491811541,2.5568686525061697,1.6653448040793353,1.3605171302981347,6.425320406223243,3.886273656944641,5.03594976516,2.3325415169999997,,-3.833839844989018
2017-07-31,0.03441804968257255,1.9397676376602104,3.262961598641748e-05,0.05822480834765097,1.1617423797918258,0.01449272228494412,9.741461760000002e-05,0.9619560248018824,12.658688629177886,16.950886001621303,1.712805394582255,0.7929707260422024,0.24691799093160144,6.615461355245105,2.660293756852532,1.58656611696,2.1088930908,,-4.265014894728831
2017-08-31,0.10431034682428236,1.5408198072894246,0.009956556947571053,0.11603723442231034,0.1205818115857592,0.04366577608631406,0.00864604917079216,1.09735549793019,10.969291339000844,14.808104298565702,0.8592995586123184,0.6052205264434196,0.059777485642549366,5.6678542441104955,2.074375035045273,1.09794891804,1.7766330501599998,,-3.796132423627604
2017-09-30,0.15430527190839216,1.2905353055404678,0.1795790617505013,0.3933010725828766,0.31671409373030146,0.18170798708738067,0.18106754997774516,1.3109096590649227,8.064291117391848,11.195755613478774,0.5017252437727073,0.8806661271720658,0.25047395302576103,4.390669552176064,1.5763706802662398,1.0952821342799999,1.5346366089599999,,-3.0125208383067146
2017-10-31,0.07105617700341962,1.1141719457462713,0.19333041206283497,0.5418627380469037,0.5089169954886654,0.37225629498584234,0.24543851383272478,0.6277978306704566,6.154999919692006,9.26064536658806,0.37056640974084837,0.4205114082460612,0.37236099088339425,3.366904186987486,1.0952261146801152,1.47877106628,1.33999593192,,-2.9360279338663604
2017-11-30,1.090603836098761,3.023479003995357,2.545067048528364,3.4971173464301417,3.741192732692125,3.0200814814675336,3.212693013947,0.9900405526363356,2.4564008086913924,3.528899959742237,0.5272405937764606,1.5617330896610893,3.2032303246130325,1.812863000901503,0.93612676755456,1.4871093910799997,1.4193284315999999,,-0.05865102164423441
2017-12-31,0.10704265686236863,2.69372765209339,0.10445585001160868,0.6334155647509351,1.1013704813485419,0.8228200000920328,0.1271011375374706,0.5801382040021837,2.3205260229080547,3.678201291084712,0.5929713711066356,0.5287199903250072,0.5578326067481177,1.5401113758853187,0.9082455651154944,1.2656244888,1.34060280408,,-0.8241380565373708
